id;tense;source/target;is correct target?;is correct translation?;w1;w2;w3;w4;pos1;pos2;pos3;pos4;lemma1;lemma2;lemma3;lemma4;comments;full fragment;source words;source fragment
15140;vtt;target;yes;yes;heb;gegeven;;;verbpressg;verbpapa;;;hebben;geven;;;;Ik heb het bevel niet gegeven .;ai ordonné;Je ne l' ai jamais ordonné .
15143;other;target;yes;yes;opgeschrikt;;;;verbpapa;;;;opschrikken;;;;;Het o zo rustige Maaskantje , opgeschrikt door een opvallend incident .;a choqué;Cet événement inhabituel a choqué la paisible ville de Maaskantje .
15144;vtt;target;yes;yes;hebben;uitgeroepen;;;verbprespl;verbpapa;;;hebben;uitroepen;;;;"We hebben ' n noodtoestand uitgeroepen .
We hebben hulpdiensten gestuurd ...";avons déclaré;Nous avons déclaré l' état d' urgence , et avons envoyé des ambulanciers ...
15145;ott;target;yes;yes;kunnen;;;;verbprespl;;;;kunnen;;;;;- We kunnen gauw weer weg .;est partis;- On est bientôt partis .
15146;vtt;target;yes;yes;heb;gepraat;;;verbpressg;verbpapa;;;hebben;praten;;;;Niet veel , maar ik heb gepraat .;ai parlé;- M-m-mais j' ai parlé .
15147;vtt;target;yes;yes;is;gestorven;;;verbpressg;verbpapa;;;zijn;sterven;;;;Hij is in de oorlog gestorven .;est mort;Il est mort pendant la guerre .
15148;ovt;target;yes;yes;probeerde;;;;verbpastsg;;;;proberen;;;;;Ik probeerde te stoppen , maar het was te laat .;ai essayé;J' ai essayé d' arrêter , mais trop tard .
15150;vtt;target;yes;yes;heb;opgesloten;;;verbpressg;verbpapa;;;hebben;opsluiten;;;;"Walsingham .
Op wiens gezag heb je ons opgesloten ?
Vergeef mij .";avez-vous enfermés;Walsingham , au nom de qui nous avez-vous enfermés ?
15151;ovt;target;yes;yes;kon;;;;verbpastsg;;;;kunnen;;;;;Meer kon ik niet krijgen .;ai réussi;Voilà , c' est tout ce que j' ai réussi à trouver .
15152;other;target;yes;yes;afgeschud;;;;verbpapa;;;;afschudden;;;;;Wouten afgeschud .;a semé;On a semé les flics !
15153;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Dit is het werk van de Heer en Zijn werk is prachtig .;a voulu;Ainsi l' a voulu le Seigneur et c' est merveilleux à nos yeux .
15154;ovt;target;yes;yes;mocht;;;;verbpastsg;;;;mogen;;;;;Dat mocht niet van de bisschoppen .;ont empêchés;Les évêques les ont empêchés .
15156;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Dat is wel duidelijk .;ai compris;Je crois que j' ai compris .
15158;vtt;target;yes;yes;zijn;gegaan;;;verbprespl;verbpapa;;;zijn;gaan;;;;Noord-Amerikaanse , Britse en Canadese troepen zijn aan wal gegaan in het noorden van F ...;ont débarqué;... Les troupes américaines , britanniques et canadiennes ont débarqué sur une petite plage du nord de la F-f-f .
15159;vtt;target;yes;yes;Heb;gelezen;;;verbpressg;verbpapa;;;hebben;lezen;;;;- Heb je ze allemaal gelezen ?;as lu;Tu as lu tous ces livres ?
15160;vtt;target;yes;yes;hebben;gedaan;;;verbprespl;verbpapa;;;hebben;doen;;;;"We hebben er wel alles aan gedaan , maar het is helaas niet gelukt .
Mijn excuses daarvoor .";avons essayé;Nous avons tout essayé pour obtenir plus d' argent , mais sans résultats .
15161;vtt;target;yes;yes;is;besloten;;;verbpressg;verbpapa;;;zijn;besluiten;;;;Het is besloten .;ai réfléchi;J' ai bien réfléchi .
15162;ott;target;yes;yes;hebben;;;;verbprespl;;;;hebben;;;;;Ze hebben ons van deze dag laten dromen .;ont fait;Ils nous ont fait rêver de ce jour .
15163;vtt;target;yes;yes;heeft;gehad;;;verbpressg;verbpapa;;;hebben;hebben;;;;Hij heeft geluk gehad .;a eu;Il a eu de la chance .
15164;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;hoe dichtbij het gevaar was .;ai frôlé;combien j' ai frôlé le danger .
15166;other;target;yes;yes;inbraken;;;;nounpl;;;;inbraak;;;;;Misschien onbelangrijk , maar die dag dat ze inbraken met die bommen en granaten , bleef het slot onaangeroerd .;ont attaqués;Ca n' a pas beaucoup d' importance , mais ... le jour où ils ont attaqués la réserve , avec toutes ces grenades , le cadenas n' avait pas été forcé .
15167;vtt;target;yes;yes;zijn;teruggekeerd;;;verbprespl;verbpapa;;;zijn;terugkeren;;;;"De Geallieerden versterken hun greep op de Atlantische Oceaan .
Van de 40.000 OB-bemanningsleden zijn er 30.000 niet teruggekeerd .";sont revenus;Sur les 40 000 sous-mariniers allemands de la Deuxième Guerre mondiale , 30 000 ne sont jamais revenus .
15169;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;- We zijn al bezig .;ai commencé;- J' ai déjà commencé .
15170;vtt;target;yes;yes;Heb;gezegd;;;verbpressg;verbpapa;;;hebben;zeggen;;;;Heb ik ' r ook gezegd , maar ze wil ' t per se houden .;ai dit;Je lui ai dit , mais elle tient à le garder .
15171;vtt;target;yes;yes;hebben;gestuurd;;;verbprespl;verbpapa;;;hebben;sturen;;;;"We hebben ' n noodtoestand uitgeroepen .
We hebben hulpdiensten gestuurd ...";avons envoyé;Nous avons déclaré l' état d' urgence , et avons envoyé des ambulanciers ...
15172;ott;target;yes;yes;ben;;;;verbpressg;;;;zijn;;;;;Ik ben uw vorstin ...;a faite;On m' a faite ...
15173;ott;target;yes;yes;Is;;;;verbpressg;;;;zijn;;;;;Is ze dood ?;est morte;Elle est morte ?
15174;vtt;target;yes;yes;heeft;gekozen;;;verbpressg;verbpapa;;;hebben;kiezen;;;;En u heeft goed gekozen , Majesteit .;avez prise;C' est la bonne décision que vous avez prise , Altesse .
15175;other;target;yes;yes;bent;gaan;;;verbpressg;verbinf;;;zijn;gaan;;;;Hé Ries , gij bent ' m toch gaan begraven en alles ?;as fait;Tu lui as fait un enterrement ?
15176;vtt;target;yes;yes;heb;gehoord;;;verbpressg;verbpapa;;;hebben;horen;;;;De mooiste muziek die ik ooit heb gehoord .;ai entendu;Je n' ai jamais entendu une si belle musique .
15177;other;target;yes;yes;geneukt;;;;verbpapa;;;;neuken;;;;;Die nieuwe gast van d ' r heeft natuurlijk allang geneukt .;a baisée;Ce type l' a sûrement déjà baisée .
15178;ovt;target;yes;yes;kwam;;;;verbpastsg;;;;komen;;;;;Gisteren kwam er een elf bij me .;est venue;Cette nuit une fée est venue me voir .
15179;other;target;yes;yes;ontkennen;;;;verbinf;;;;ontkennen;;;;;"Op bevel van koningin Maria en koning Filip verbranden wij deze protestantse ketters
die de autoriteit van de katholieke kerk en de Paus ontkennen .";ont renié;Sur ordre de leurs gracieuses Majestés , la reine Mary et le roi Philip , nous sommes ici pour porter au bûcher ces protestants hérétiques qui ont renié l' autorité de la seule vraie Eglise catholique et de sa Sainteté ,
15181;ovt;target;yes;yes;hadden;;;;verbpastpl;;;;hebben;;;;;We hadden ze bijna te pakken .;a failli;On a failli le cueillir aujourd' hui .
15182;ott;target;yes;yes;heb;;;;verbpressg;;;;hebben;;;;;Ik heb wijn , tabak en kaas bij me .;ai apporté;Je vous ai apporté un peu d' eau de vie , du tabac , du fromage .
15183;other;target;yes;yes;hedde;gedaan;;;nounsg;verbpapa;;;hedde;doen;;;;Gij woont hier nu al drie maanden en wat hedde gij nou eigenlijk hier gedaan ?;as vécu;T' as fait quoi durant les trois derniers mois où t' as vécu ici ?
15184;vvt;target;yes;yes;had;gevraagd;;;verbpastsg;verbpapa;;;hebben;vragen;;;;Nu hebben ze ook nog eens al onze uitkeringen stopgezet omdat Ries iets meer geld had gevraagd .;a demandé;Et maintenant , ils ne nous donnent pas nos prestations Parce que Richard a demandé un peu plus d' argent .
15185;other;target;yes;yes;hedde;gered;;;nounsg;verbpapa;;;hedde;redden;;;;Maar nou ... hedde mijn leven gered .;as sauvé;Mais Tu m' as sauvé la vie .
15188;other;target;yes;yes;is;verlopen;;;verbpressg;verbinf;;;zijn;verlopen;;;;Maar het is niet zo goed verlopen .;sont passées;Mais les choses ne se sont pas passées très bien .
15190;vvt;target;yes;yes;werd;gegeven;;;verbpastsg;verbpapa;;;worden;geven;;;;Het voorbeeld werd gisteren gegeven door jongeren uit Maaskantje .;a donné;Hier , ce groupe d' individus de Maaskantje a donné l' exemple .
15191;ovt;target;yes;yes;vond;;;;verbpastsg;;;;vinden;;;;;Hij vond de koffie niet lekker .;a aimé;- Il a pas aimé le café .
15192;other;target;yes;yes;gehoord;;;;verbpapa;;;;horen;;;;;Niets gehoord van je vrouw ?;avez parlé;Vous avez parlé à votre femme ?
15194;ott;target;yes;yes;bent;;;;verbpressg;;;;zijn;;;;;U bent meer dan ooit afhankelijk van hun goede wil .;avez dépendu;Vous n' avez jamais autant dépendu de leur bon vouloir .
15195;ovt;target;yes;yes;maakten;;;;verbpastpl;;;;maken;;;;;Ze maakten er niet een open .;ont ouvert;Ils n' ont pas ouvert un seul wagon .
15196;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Dus dat is een of andere cameraman ofzo .;ai entendu;J' ai entendu dire que il ya encore quelqu' un là-bas Un caméraman .
15197;ott;target;yes;yes;garandeert;;;;verbpressg;;;;garanderen;;;;;De werf garandeert tot 90 meter , maar we kunnen wel dieper .;a prévu;On a prévu 90 mètres , mais on pourrait descendre encore plus bas .
15198;other;target;yes;yes;afgeschud;;;;verbpapa;;;;afschudden;;;;;"Dus wij vluchten voor die wouten .
Wouten afgeschud .";a semés;On s' est échappé et on les a semés .
15199;vvt;target;yes;yes;had;meegenomen;;;verbpastsg;verbpapa;;;hebben;meenemen;;;;En nou ben ik ontslagen omdat ik m ' n hond had meegenomen naar m ' n werk .;ai apporté;Mais je me suis fait virer , parce que J' ai apporté mon chien avec moi au travail .
15200;ovt;target;yes;yes;stierf;;;;verbpastsg;;;;sterven;;;;;En toen hij stierf nam ik dat over .;est mort;Et quand il est mort , je suis allée travailler dans un magasin de tissu .
15201;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;We zijn ze nog niet kwijt .;ont eu;Ils ne nous ont pas encore eu .
15202;vtt;target;yes;yes;heb;ontmoet;;;verbpressg;verbpapa;;;hebben;ontmoeten;;;;Wist u dat ik uw vader heb ontmoet , kapitein ?;ai connu;Je vous ai dit que j' ai connu votre père mon Capitaine ?
15203;vtt;target;yes;yes;heeft;gepleegd;;;verbpressg;verbpapa;;;hebben;plegen;;;;Lord Robert heeft verraad gepleegd .;a trahi;Lord Robert a trahi .
15204;vtt;target;yes;yes;hebben;gemaakt;;;verbprespl;verbpapa;;;hebben;maken;;;;We hebben een fout gemaakt .;avons commis;- Nous avons donc commis une erreur !
15205;ovt;target;yes;yes;deed;;;;verbpastsg;;;;doen;;;;;Uwe Majesteit weet dat ik het alleen voor mijn geloof deed .;ai agi;Votre Majesté sait que j' ai agi selon ma foi .
15206;ott;target;yes;yes;Komen;;;;verbprespl;;;;komen;;;;;"Komen we bij de supermarkt .
Staat dat wijf van Rikkert daar gewoon af te sluiten .";est arrivés;On est arrivés à l' épicerie , et on est tombé sur la copine de Rikkert . elle fermait le magasin .
15207;ovt;target;yes;yes;deed;;;;verbpastsg;;;;doen;;;;;Mijn vader deed er goed aan haar te onthoofden .;a fait;Mon père n' a jamais rien fait de mieux que de lui couper la tête .
15208;vtt;target;yes;yes;is;gebeurd;;;verbpressg;verbpapa;;;zijn;beuren|gebeuren;;;;Wat is er met ze gebeurd ?;sont-ils passés;Où sont-ils passés ?
15209;vtt;target;yes;yes;heb;vernomen;;;verbpressg;verbpapa;;;hebben;vernemen;;;;Ik heb vernomen dat een priester brieven uit Rome overhandigt aan hen die u kwaad willen doen .;ai appris;J' ai appris qu' un prêtre porte des missives de Rome à ceux qui veulent votre perte .
15211;other;target;yes;yes;gegeten;;;;verbpapa;;;;eten;;;;;Nooit gegeten .;ai mangé;Je n' en ai jamais mangé .
15212;other;target;yes;yes;Heeft;verlaten;;;verbpressg;verbinf;;;hebben;verlaten;;;;Heeft Hij u verlaten ?;a abandonné;Il vous a abandonné ?
15213;ott;target;yes;yes;neuken;;;;verbinf;;;;neuken;;;;;"Rikkert haar dus neuken .
Je weet wel , zo .";a baisée;Donc Rikkert l' a baisée comme ça .
15214;vtt;target;yes;yes;zijn;gebroken;;;verbprespl;verbpapa;;;zijn;breken;;;;De schotten zijn gebroken .;ont coulé;Ils ont coulé .
15215;ott;target;yes;yes;zit;;;;verbpressg;;;;zitten;;;;;- Waar zit ie ?;est passé;Où c' est passé ?
15217;vtt;target;yes;yes;Heb;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;- Heb je m ' n moeder gezien ?;as vu;Tu as vu ma mère ?
15218;vtt;target;yes;yes;heb;gemaakt;;;verbpressg;verbpapa;;;hebben;maken;;;;Kijk eens wat ik voor jou heb gemaakt .;ai fait;Et regarde ce que j' ai fait pour toi .
15219;vtt;target;yes;yes;Heb;gekeken;;;verbpressg;verbpapa;;;hebben;kijken;;;;Heb je in haar kamer gekeken ?;es allée;Tu es allée voir dans sa chambre ?
15221;vtt;target;yes;yes;afgesloten;;;;verbpapa;;;;afsluiten;;;;;Wegens administratieve redenen afgesloten .;a été suspendu;a été suspendu .
15222;vvt;target;yes;yes;had;besteld;;;verbpastsg;verbpapa;;;hebben;bestellen;;;;Gij had niks besteld .;as commandé;- T' as pas commandé .
15223;vtt;target;yes;yes;is;gebeurd;;;verbpressg;verbpapa;;;zijn;beuren|gebeuren;;;;Er is iets gebeurd .;est passé;Vite , il s' est passé quelque chose !
15224;ott;target;yes;yes;zijn;kapot;;;verbprespl;adj;;;zijn;kapot;;;;- De flensbouten zijn kapot .;ont sautés;- Les boulons ont sautés .
15225;vtt;target;yes;yes;hebt;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Je hebt me pijn gedaan .;a blessé;Ce que tu as fais m' a blessé .
15226;ott;target;yes;yes;heeft;;;;verbpressg;;;;hebben;;;;;De politie daar heeft ze in ieder geval niet te pakken kunnen krijgen .;a été;Quoi qu' il en soit , la police n' a pas été en mesure de les arrêter .
15227;ott;target;yes;yes;zeiken;;;;verbprespl;;;;zeiken;;;;;Dus dat wijf weer zeiken natuurlijk .;a commencé;Elle a commencé à se plaindre .
15229;vtt;target;yes;yes;heb;geneukt;;;verbpressg;verbpapa;;;hebben;neuken;;;;En ik heb je moeder ook in d ' r reet geneukt .;ai baisé;Et j' ai baisé ta mère dans le cul .
15231;vtt;target;yes;yes;heb;opgevolgd;;;verbpressg;verbpapa;;;hebben;opvolgen;;;;Ik heb vrijwel al uw adviezen opgevolgd maar uw beleid maakt van Engeland een Franse of Spaanse provincie .;ai suivi;J' ai toujours suivi vos conseils , mais ...
15232;ovt;target;yes;yes;zweette;;;;verbpastsg;;;;zweten;;;;;Die journalist zweette al peentjes .;a eu;Il a eu chaud le petit journaliste ?
15233;vtt;target;yes;yes;heb;gepraat;;;verbpressg;verbpapa;;;hebben;praten;;;;Ik heb gepraat .;ai parlé;j' ai parlé .
15234;ovt;target;yes;yes;liet;;;;verbpastsg;;;;laten;;;;;Uw echte vader liet voor uw terugkeer overal in de wereld poorten openen .;a fait;Partout dans le monde votre vrai père a fait ouvrir des portails .
15235;ott;target;yes;yes;hebben;;;;verbprespl;;;;hebben;;;;;Ze hebben granaten en komen via de berg .;ont emporté;Ils ont pillé la réserve , ils ont emporté des grenades .
15236;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Mijn echtgenoot is weg , ons kind is vergiftigd .;est parti;Mon mari est parti .
15238;vtt;target;yes;yes;heb;besloten;;;verbpressg;verbpapa;;;hebben;besluiten;;;;Ik heb besloten je nog een laatste kans te geven .;ai décidé;J' ai décidé de vous accorder une dernière chance .
15239;ott;target;yes;yes;Wist;;;;verbpressg;;;;wissen;;;;;Wist u dat ik uw vader heb ontmoet , kapitein ?;ai dit;Je vous ai dit que j' ai connu votre père mon Capitaine ?
15240;ovt;target;yes;yes;kwamen;;;;verbpastpl;;;;komen;;;;;Ze kwamen uit het niets , kapitein .;sont sortis;Ils sont sortis on ne sait pas d' où .
15241;other;target;yes;yes;ben;kwijt;;;verbpressg;verbpressg;;;zijn;kwijten;;;;Nu ben ik ook nog mijn wijf en de kinderen kwijt omdat ik niet meer voor hun kan zorgen , snapte ?;ai perdu;J' ai perdu ma femme et mes enfants , parce que je ne pouvais pas prendre soin d' eux .
15242;vtt;target;yes;yes;heeft;ontmoet;;;verbpressg;verbpressg;;;hebben;ontmoeten;;;;Hoe heeft u de kapitein ontmoet ?;avez connu;Et , comment avez vous connu le Capitaine ?
15243;vtt;target;yes;yes;is;geschoten;;;verbpressg;verbpapa;;;zijn;schieten;;;;Er is mee geschoten .;a servi;Elle a servi .
15244;other;target;yes;yes;gaan;;;;verbinf;;;;gaan;;;;;Om er voor te zorgen dat u niet helemaal met ' n rotgevoel de bioscoop verlaat gaan Richard en de jongens het verhaal vertellen ... ... zodat u in ieder geval weet hoe dit leuke filmverhaal ... ... een einde ZOU hebben als de film afgemaakt zou kunnen worden .;avons décidé;Mais pour s' assurer que vous ne quitterez pas le film frustré Nous avons décidé que Richard et les autres allaient vous raconter le reste de l' histoire ... ... vous saurez au moins à quel point la fin ... ... aurait été bonne .
15245;vtt;target;yes;yes;hebt;gevonden;;;verbpressg;verbpapa;;;hebben;vinden;;;;Je hebt m ' n zwakke punt gevonden :;avez découvert;Vous avez découvert mon point faible :
15247;vtt;target;yes;yes;Hebben;gezien;;;verbprespl;verbpapa;;;hebben;zien;;;;Hebben ze toch onze periscoop gezien .;ont dû;Ces fumiers ont dû voir le périscope sorti .
15248;vtt;target;yes;yes;heb;geplekt;;;verbpressg;nounsg;;;hebben;geplekt;;;;Daar heb ik nog geplekt met Ilona van Zoggel .;ai doigté;Et j' ai doigté Ilona van Zoggel .
15249;ott;target;yes;yes;hebben;;;;verbprespl;;;;hebben;;;;;- Ze hebben er een .;ont pris;- Ils en ont pris un vivant .
15250;vtt;target;yes;yes;heeft;gevonden;;;verbpressg;verbpapa;;;hebben;vinden;;;;U heeft de sleutel gevonden .;avez trouvé;Alors ... vous avez trouvé la clé .
15251;ott;target;yes;yes;volgt;;;;verbpressg;;;;volgen;;;;;- Waarom volgt u mij ?;avez-vous suivie;Pourquoi m' avez-vous suivie ?
15252;vtt;target;yes;yes;hebben;gewonnen;;;verbprespl;verbpapa;;;hebben;winnen;;;;De oorlog is voorbij en wij hebben gewonnen .;avons gagnée;la guerre est terminée et nous l' avons gagnée .
15253;vtt;target;yes;yes;afgeschud;;;;verbpapa;;;;afschudden;;;;;Die kutwouten afgeschud .;a semé;On a semé les flics .
15254;ovt;target;yes;yes;doorzocht;;;;verbpastsg;;;;doorzoeken;;;;;Sergeant Bayona doorzocht de sector en nam een verdachte gevangen .;a ratissé;Le sergent Bayona a ratissé la zone .
15255;ovt;target;yes;yes;stierven;;;;verbpastpl;;;;sterven;;;;;Ze stierven voor Haar .;sont morts;Ils sont morts pour elle .
15256;ovt;target;yes;yes;zag;;;;verbpastsg;;;;zien;;;;;"Ik was veelste jong .
En ik zag al gelijk da ge een loser was .";ai vu;J' étais trop jeune , et j' ai vu d' avance que tu allais être un loser .
15258;vtt;target;yes;yes;heb;gezien;;;verbpressg;verbpapa;;;hebben;zien;;;;Ik heb al jaren geen sneeuw meer gezien .;ai vu;Ça fait des années que je n' ai vu la neige .
15259;ovt;target;yes;yes;vonden;;;;verbpastpl;;;;vinden;;;;;Ze vonden niets dat Haar kon vervangen .;ont trouvé;Ils n' ont rien trouvé pour la remplacer .
15261;vtt;target;yes;yes;ben;aangesteld;;;verbpressg;verbpapa;;;zijn;aanstellen;;;;Ik ben aangesteld als uw vorstin ...;a faite;On m' a faite ...
15262;vtt;target;yes;yes;beledigd;heb;;;verbpapa;verbpressg;;;beledigen;hebben;;;;Het spijt mij heel erg als ik u beledigd heb , Mevrouw .;ai offensée;Je regrette si je vous ai offensée .
15263;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;- Die is raak .;a touché;- On a touché le premier .
15264;vtt;target;yes;yes;hebben;gehad;;;verbprespl;verbpapa;;;hebben;hebben;;;;Ze hebben zes uur de tijd gehad .;ont eu;Ils ont eu six heures .
15266;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;"Dat begrijp je later wel .
Voor mij was het ook niet makkelijk .";as été;Un jour tu te rendras compte que pour moi , ça n' as pas été facile .
15267;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;- Je hoeveelste missie is dit ?;avez fait;- Vous avez fait combien de missions ?
15268;ott;target;yes;yes;is;;;;verbpressg;;;;zijn;;;;;Vertel hem dat het moment nabij is .;est venue;Rassurez-le , l' heure est bientôt venue .
15269;vtt;target;yes;yes;ben;geslagen;;;verbpressg;verbpapa;;;zijn;slaan;;;;Op weg hierheen ben ik door bemanningsleden in elkaar geslagen .;ont molesté;Des membres de l' équipage m' ont molesté quand je suis arrivé .
15270;vtt;target;yes;yes;heeft;aangesteld;;;verbpressg;verbpapa;;;hebben;aanstellen;;;;God heeft mij aangesteld ...;a faite;Dieu m' a faite ...
15271;vtt;target;yes;yes;heeft;gehaald;;;verbpressg;verbpapa;;;hebben;halen;;;;De rest heeft het niet gehaald .;est sorti;Personne d' autres n' en est sorti .
15272;ovt;target;yes;yes;was;;;;verbpastsg;;;;wezen|zijn;;;;;Mevrouw , Hare Majesteit was te snel met het afwijzen van de hertog .;a rejeté;Selon moi , sa Majesté a rejeté trop vite
15274;ovt;target;yes;yes;gaf;;;;verbpastsg;;;;geven;;;;;Je gaf liever je eigen bloed dan dat van een onschuldige .;avez choisi;Vous avez choisi de verser votre sang plutôt que celui d' un innocent .
15275;ovt;target;yes;yes;luisterde;;;;verbpastsg;;;;luisteren;;;;;Waarom luisterde je niet ?;avez obéi;Pourquoi vous n' avez pas obéi ?
15276;vtt;target;yes;yes;afgeschud;;;;verbpapa;;;;afschudden;;;;;Wouten afgeschud .;a semés;On les a semés .
15277;ovt;target;yes;yes;werd;;;;verbpastsg;;;;worden;;;;;Het werd uw moeders dood .;est morte;Votre mère en est morte .
15278;vtt;target;yes;yes;is;gebroken;;;verbpressg;verbpapa;;;zijn;breken;;;;Zijn nek is al gebroken .;a brisé;On leur a brisé la colonne vertébrale .
15280;vtt;target;yes;yes;heb;gedaan;;;verbpressg;verbpapa;;;hebben;doen;;;;Waarom heb je het gedaan ?;avez tué;Pourquoi vous l' avez tué ?
15281;vtt;target;yes;yes;Heb;geleden;;;verbpressg;verbpapa;;;hebben;lijden;;;;Heb ik niet genoeg geleden door van haar te houden ?;ai-je souffert;N' ai-je pas assez souffert de l' aimer et de le montrer ?
15282;ott;target;yes;yes;bent;;;;verbpressg;;;;zijn;;;;;U bent weer terug .;êtes revenue;Vous êtes revenue .
15283;ovt;target;yes;yes;deed;;;;verbpastsg;;;;doen;;;;;Maar dat deed ik niet .;ai fait;j' aurais pu , mais je ne l' ai pas fait .
15284;vtt;target;yes;yes;hebben;laten;liggen;;verbprespl;verbinf;verbinf;;hebben;laten;liggen;;;- Ze hebben dit lot laten liggen .;ont oublié;Quels couillons , ils ont oublié ce billet de loterie
15285;vtt;target;yes;yes;heeft;gekakt;;;verbpressg;verbpapa;;;hebben;kakken;;;;"Wie heeft er in mijn cel gekakt ?
Er ligt hier schijt .
HEEE .";ai chié;J' ai chié dans ma cellule , il ya de la merde partout !
15286;vtt;target;yes;yes;heeft;gebaard;;;verbpressg;verbpapa;;;hebben;baren|gebaren;;;;De maan heeft u gebaard .;a engendrée;C' est la lune qui vous a engendrée .
15288;vvt;target;yes;yes;Had;gehoord;;;verbpastsg;verbpapa;;;hebben;horen;;;;Had u ooit van Schijndel gehoord ?;Avez-vous parler;Avez-vous déjà entendu parler d' une ville appelée Schijndel ?
15289;vtt;target;yes;yes;hebben;gedaan;;;verbprespl;verbpapa;;;hebben;doen;;;;Dat hebben ze godverdomme snel gedaan .;ont fait;Ils ont fait putain de vite .
15290;vtt;target;yes;yes;hed;gered;;;adj;verbpapa;;;hed;redden;;;;Gij hed m ' n leven gered .;as sauvé;Tu m' as sauvé la vie !
15291;vtt;target;yes;yes;Gejat;;;;verbpapa;;;;jatten;;;;;Gejat van die ene kut .;ai volé;Je l' ai volé à ce cunt .
15292;ovt;target;yes;yes;hadden;pakken;;;verbpastpl;verbinf;;;hebben;pakken;;;;We hadden ze bijna te pakken .;a trouvé;Et on a trouvé ça .
15293;ovt;target;yes;yes;hoorde;;;;verbpastsg;;;;horen;;;;;Ik hoorde iets .;ai entendu;J' ai entendu quelque chose .
15294;vtt;target;yes;yes;heeft;uitgevoerd;;;verbpressg;verbpapa;;;hebben;uitvoeren;;;;U heeft de taak niet uitgevoerd .;avez refusé;Vous avez refusé de vous soumettre à l' épreuve .
15296;other;target;yes;yes;Dinde;;;;nounsg;;;;Dinde;;;;;Dinde gij da nou me oew voet , joh ?;as fait;T' as fait ça avec ton pied ?
15299;vtt;target;yes;yes;zijn;vertrokken;;;verbprespl;verbpapa;;;zijn;vertrekken;;;;Ze waren hier twintig minuten geleden , en zijn dan snel weer vertrokken .;sont partis;Ils sont partis précipitamment .
15300;ott;target;yes;yes;Beginnen;;;;verbprespl;;;;beginnen;;;;;Beginnen die wouten gewoon op mij te schieten .;ont commencé;Mais ils ont commencé à tirer .
15301;vtt;target;yes;yes;heeft;overtreden;;;verbpressg;verbprespl;;;hebben;overtreden;;;;U heeft de regels overtreden .;avez enfreint;- Vous avez enfreint une des règles !
15302;other;target;yes;yes;beschoten;;;;verbpapa;;;;beschieten;;;;;Vermoedelijk de door ons beschoten tanker .;a touché;Forte lueur d' incendie , émanant sans doute du pétrolier qu' on a touché .
15303;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;Ze zijn van plan alle katholieken af te slachten .;ont prévu;Ils ont déjà prévu de massacrer tous les catholiques d' Angleterre .
15305;ovt;target;yes;yes;nam;;;;verbpastsg;;;;nemen;;;;;Sergeant Bayona doorzocht de sector en nam een verdachte gevangen .;a fait;Il a fait un prisonnier .
15307;other;target;yes;yes;komde;;;;adj;;;;komde;;;;;Hoe komde gij aan zoveel geld , jonguh ?;as trouvé;Où t' as trouvé tout cet argent , mec ?
15308;ovt;target;yes;yes;spraken;;;;verbpastpl;;;;spreken;;;;;Ze spraken ertegen .;ont prêché;Ils ont prêché contre .
15309;other;target;yes;yes;komde;;;;adj;;;;komde;;;;;Hoe komde gij aan zoveel geld , dan ?;as trouvé;Dis-moi où t' as trouvé cet argent !
15310;vvt;target;yes;yes;had;gehoord;;;verbpastsg;verbpapa;;;hebben;horen;;;;Ik had er toch ook nooit van gehoord ?;ai entendu;Je n' en ai jamais entendu parler .
15312;vtt;target;yes;yes;Kheb;gegeten;;;nounsg;verbpapa;;;Kheb;eten;;;;Kheb de hele middag nog niks gegeten , kut .;ai mangé;J' ai pas mangé de toute la journée , cunt !
15313;other;target;yes;yes;wordt;vermist;;;verbpressg;nounsg;;;worden;vermist;;;;de minister van Defensie wordt nog steeds vermist .;a été retrouvé;Notre ministre de la Défense n' a pas encore été retrouvé .
15314;vtt;target;yes;yes;heeft;besloten;;;verbpressg;verbpapa;;;hebben;besluiten;;;;Hier in Maaskantje op het Triestplein heeft een bewoner besloten om nergens meer voor te betalen .;a décidé;A Maaskantje une personne a décidé de ne plus rien payer .
15315;vtt;target;yes;yes;heb;gekregen;;;verbpressg;verbpapa;;;hebben;krijgen;;;;Ik heb het bevel gekregen u naar de Tower te brengen .;ai reçu;J' ai reçu l' ordre de vous mener à la Tour .
15316;ott;target;yes;yes;zijn;;;;verbprespl;;;;zijn;;;;;Waar zou ze zijn ?;est passée;Mais où est elle passée ?
